Declaration_Number,Import_Date,Importer_ID,Broker_ID,Transport_Mode,Origin_Country,Port_of_Entry,Clearance_Port,Invoice_No,Invoice_Details,Item_Number,HS_Code,Stat_Code,Product_Code,Brand,Model_No,Product_Year,Cleaned_Description,Quantity,Net_Weight_KG,Gross_Weight_KG,Declared_Currency_Code,Unit_Price_Foreign_CIF,Invoice_Amount_Foreign,Exchange_Rate,Unit_Price_THB_CIF,Invoice_Amount_THB,Privilege_Code,Incentive_Scheme,Duty_Paid_THB,VAT_Paid_THB,Other_Taxes_THB,External_Benchmark_Price_THB,Is_Related_Party,Is_Anomaly_Confirmed,PRAISE_Alert_Ref_No,Recovered_Tax_THB,Review_Officer_ID,Review_Timestamp
DEC25112091671,2025-11-20,IMP-006,BROK-050,Sea,CN,BKK,LCP,INV-68340,Standard Import,1,64039990,0,PROD-639,BrandX,M-68,2024,Footwear,54.0,152.86,175.57,USD,810.04,43742.16,32.88,26634.12,1438242.22,999,,431472.67,130880.04,0.0,28050.0,0,False,REF-46787,0.0,OFFICER-23,2024-12-20
DEC24012154338,2024-01-21,IMP-005,BROK-018,Air,CN,BKK,BKK,INV-62816,Standard Import,1,62044290,0,PROD-862,BrandX,M-98,2021,Women Dresses,19.0,127.22,143.45,USD,1336.52,25393.88,31.98,42741.91,812096.28,0,,243628.88,73900.76,0.0,44200.0,1,False,REF-49190,0.0,OFFICER-34,2024-12-05
DEC250518106915,2025-05-18,IMP-008,BROK-049,Air,JP,BKK,SUV,INV-45790,Standard Import,1,87089360,0,PROD-174,BrandX,M-32,2023,Clutches,21.0,207.45,236.42,USD,3529.62,74122.02,32.88,116053.91,2437132.02,0,,731139.61,221779.01,0.0,100000.0,0,True,REF-54073,730973.02,OFFICER-14,2024-12-31
DEC25112825350,2025-11-28,IMP-002,BROK-038,Land,DE,BKK,BKK,INV-67712,Standard Import,1,22083090,0,PROD-671,BrandX,M-35,2025,Whisky,75.0,102.18,114.1,USD,644.06,48304.5,32.88,21176.69,1588251.96,0,,952951.18,177884.22,0.0,80000.0,1,False,REF-37416,0.0,OFFICER-43,2024-12-24
DEC250727107831,2025-07-27,IMP-008,BROK-050,Air,CN,LCP,BKK,INV-29189,Standard Import,1,87089360,0,PROD-232,BrandX,M-39,2023,Clutches,43.0,231.57,248.09,USD,2923.93,125728.99,32.88,96138.82,4133969.19,0,,1240190.76,376191.2,0.0,100000.0,1,False,REF-12709,0.0,OFFICER-32,2024-12-30
DEC241231104985,2024-12-31,IMP-008,BROK-010,Land,JP,BKK,BKK,INV-81772,Standard Import,1,87089360,0,PROD-655,BrandX,M-67,2024,Clutches,62.0,148.54,176.06,USD,2818.24,174730.88,31.98,90127.32,5587893.54,999,,1676368.06,508498.31,0.0,100000.0,1,False,REF-82498,0.0,OFFICER-40,2024-12-12
DEC23061628599,2023-06-16,IMP-003,BROK-039,Sea,DE,BKK,LCP,INV-86326,Standard Import,1,33030000,0,PROD-840,BrandX,M-75,2021,Perfumes,4.0,38.04,44.03,USD,3058.26,12233.04,35.07,107253.18,429012.71,0,,128703.81,39040.16,0.0,105400.0,0,False,REF-42575,0.0,OFFICER-38,2024-12-25
DEC25081967425,2025-08-19,IMP-005,BROK-031,Sea,DE,LCP,BKK,INV-71113,Standard Import,1,62044290,0,PROD-137,BrandX,M-29,2023,Women Dresses,63.0,110.33,122.61,USD,1209.72,76212.36,32.88,39775.59,2505862.4,999,,751758.72,228033.48,0.0,44200.0,0,False,REF-69809,0.0,OFFICER-34,2024-12-14
DEC23030426699,2023-03-04,IMP-003,BROK-023,Sea,DE,LCP,BKK,INV-47072,Standard Import,1,33030000,0,PROD-287,BrandX,M-73,2024,Perfumes,54.0,516.74,596.82,USD,3204.6,173048.4,35.07,112385.32,6068807.39,0,,1820642.22,552261.47,0.0,105400.0,1,False,REF-68195,0.0,OFFICER-33,2024-12-13
DEC24101115985,2024-10-11,IMP-001,BROK-032,Sea,JP,LCP,LCP,INV-56960,Standard Import,1,19059030,0,PROD-974,BrandX,M-17,2021,Cake,37.0,363.74,406.69,USD,139.92,5177.04,31.98,4474.64,165561.74,0,,49668.52,15066.12,0.0,5000.0,0,False,REF-21224,0.0,OFFICER-20,2024-12-23
DEC24032114106,2024-03-21,IMP-001,BROK-045,Sea,JP,SUV,SUV,INV-78232,Standard Import,1,19059030,0,PROD-500,BrandX,M-61,2023,Cake,62.0,114.8,132.2,USD,144.26,8944.12,31.98,4613.43,286032.96,999,,85809.89,26029.0,0.0,5000.0,0,False,REF-46986,0.0,OFFICER-49,2024-12-20
DEC25110869322,2025-11-08,IMP-005,BROK-014,Sea,CN,SUV,LCP,INV-92371,Standard Import,1,62044290,0,PROD-814,BrandX,M-85,2022,Women Dresses,6.0,22.2,25.42,USD,1180.94,7085.64,32.88,38829.31,232975.84,999,,69892.75,21200.8,0.0,44200.0,0,True,REF-88604,55062.35,OFFICER-11,2024-12-18
DEC23120677442,2023-12-06,IMP-006,BROK-039,Sea,DE,LCP,BKK,INV-32721,Standard Import,1,64039990,0,PROD-800,BrandX,M-84,2022,Footwear,46.0,402.62,474.81,USD,818.02,37628.92,35.07,28687.96,1319646.22,999,,395893.87,120087.81,0.0,28050.0,1,False,REF-65036,0.0,OFFICER-15,2024-12-24
DEC241212104730,2024-12-12,IMP-008,BROK-033,Sea,DE,SUV,LCP,INV-48174,Standard Import,1,87089360,0,PROD-678,BrandX,M-65,2023,Clutches,30.0,161.55,179.81,USD,3329.92,99897.6,31.98,106490.84,3194725.25,999,,958417.57,290720.0,0.0,100000.0,1,False,REF-81377,0.0,OFFICER-14,2024-12-19
DEC24061081173,2024-06-10,IMP-006,BROK-009,Sea,CN,LCP,BKK,INV-84947,Standard Import,1,64039990,0,PROD-649,BrandX,M-34,2024,Footwear,46.0,325.96,358.94,USD,833.83,38356.18,31.98,26665.88,1226630.64,999,,367989.19,111623.39,0.0,28050.0,1,False,REF-31019,0.0,OFFICER-25,2024-12-12
DEC23082698265,2023-08-26,IMP-008,BROK-021,Air,CN,LCP,SUV,INV-22988,Standard Import,1,87089360,0,PROD-713,BrandX,M-12,2025,Clutches,20.0,106.69,118.77,USD,3650.76,73015.2,35.07,128032.15,2560643.06,0,,768192.92,233018.52,0.0,100000.0,1,False,REF-51634,0.0,OFFICER-35,2024-12-04
DEC25022717247,2025-02-27,IMP-001,BROK-009,Air,JP,SUV,LCP,INV-86770,Standard Import,1,19059030,0,PROD-162,BrandX,M-54,2022,Cake,87.0,367.17,425.29,USD,167.62,14582.94,32.88,5511.35,479487.07,999,,143846.12,43633.32,0.0,5000.0,0,False,REF-25795,0.0,OFFICER-29,2024-12-20
DEC25080767153,2025-08-07,IMP-005,BROK-010,Sea,CN,LCP,SUV,INV-39335,Standard Import,1,62044290,0,PROD-730,BrandX,M-94,2023,Women Dresses,59.0,245.8,285.1,USD,1190.61,70245.99,32.88,39147.26,2309688.15,0,,692906.44,210181.62,0.0,44200.0,0,False,REF-25541,0.0,OFFICER-15,2024-12-18
DEC24082415502,2024-08-24,IMP-001,BROK-038,Sea,JP,LCP,BKK,INV-43855,Standard Import,1,19059030,0,PROD-328,BrandX,M-97,2024,Cake,67.0,304.09,352.19,USD,176.87,11850.29,31.98,5656.3,378972.27,999,,113691.68,34486.48,0.0,5000.0,0,False,REF-64605,0.0,OFFICER-46,2024-12-21
DEC23090298359,2023-09-02,IMP-008,BROK-013,Sea,CN,LCP,SUV,INV-41184,Standard Import,1,87089360,0,PROD-767,BrandX,M-51,2025,Clutches,20.0,48.25,56.44,USD,2922.25,58445.0,35.07,102483.31,2049666.15,0,,614899.84,186519.62,0.0,100000.0,1,True,REF-21784,1014692.74,OFFICER-18,2024-12-10
DEC240106100132,2024-01-06,IMP-008,BROK-016,Sea,CN,SUV,BKK,INV-17072,Standard Import,1,87089360,0,PROD-837,BrandX,M-64,2024,Clutches,96.0,894.17,974.1,USD,4613.92,442936.32,31.98,147553.16,14165103.51,0,,4249531.05,1289024.42,0.0,100000.0,1,False,REF-60907,0.0,OFFICER-43,2024-12-06
DEC25122092283,2025-12-20,IMP-006,BROK-041,Sea,CN,SUV,SUV,INV-22536,Standard Import,1,64039990,0,PROD-252,BrandX,M-63,2022,Footwear,72.0,125.43,142.81,USD,808.26,58194.72,32.88,26575.59,1913442.39,0,,574032.72,174123.26,0.0,28050.0,1,False,REF-31956,0.0,OFFICER-33,2024-12-11
DEC23072874750,2023-07-28,IMP-006,BROK-005,Sea,CN,BKK,LCP,INV-80401,Standard Import,1,64039990,0,PROD-176,BrandX,M-86,2024,Footwear,16.0,73.07,77.8,USD,839.48,13431.68,35.07,29440.56,471049.02,0,,141314.71,42865.46,0.0,28050.0,0,False,REF-81072,0.0,OFFICER-24,2024-12-04
DEC25070666445,2025-07-06,IMP-005,BROK-017,Sea,CN,SUV,SUV,INV-37528,Standard Import,1,62044290,0,PROD-817,BrandX,M-22,2025,Women Dresses,92.0,694.38,796.05,USD,1182.88,108824.96,32.88,38893.09,3578164.68,0,,1073449.4,325612.99,0.0,44200.0,1,True,REF-36970,1270294.63,OFFICER-25,2024-12-10
DEC24030579281,2024-03-05,IMP-006,BROK-008,Sea,CN,LCP,LCP,INV-13563,Standard Import,1,64039990,0,PROD-613,BrandX,M-35,2025,Footwear,25.0,245.01,257.89,USD,841.04,21026.0,31.98,26896.46,672411.48,999,,201723.44,61189.44,0.0,28050.0,1,False,REF-29512,0.0,OFFICER-10,2024-12-31
DEC24080736198,2024-08-07,IMP-003,BROK-009,Air,DE,LCP,BKK,INV-48256,Standard Import,1,33030000,0,PROD-195,BrandX,M-22,2024,Perfumes,82.0,100.65,108.95,USD,3105.92,254685.44,31.98,99327.32,8144840.37,999,,2443452.11,741180.47,0.0,105400.0,1,False,REF-89920,0.0,OFFICER-23,2024-12-28
DEC23102576613,2023-10-25,IMP-006,BROK-012,Sea,CN,SUV,SUV,INV-33009,Standard Import,1,64039990,0,PROD-377,BrandX,M-92,2024,Footwear,84.0,570.21,642.56,USD,842.31,70754.04,35.07,29539.81,2481344.18,0,,744403.25,225802.32,0.0,28050.0,1,False,REF-31476,0.0,OFFICER-27,2024-12-29
DEC23031547222,2023-03-15,IMP-005,BROK-041,Sea,US,LCP,SUV,INV-23345,Standard Import,1,62044290,0,PROD-172,BrandX,M-17,2022,Women Dresses,83.0,274.07,318.97,USD,1363.48,113168.84,35.07,47817.24,3968831.22,999,,1190649.37,361163.64,0.0,44200.0,1,False,REF-81641,0.0,OFFICER-24,2024-12-07
DEC25081067209,2025-08-10,IMP-005,BROK-020,Sea,US,LCP,LCP,INV-71370,Standard Import,1,62044290,0,PROD-162,BrandX,M-95,2024,Women Dresses,80.0,487.58,554.42,USD,1185.7,94856.0,32.88,38985.82,3118865.28,999,,935659.58,283816.74,0.0,44200.0,0,False,REF-29324,0.0,OFFICER-31,2024-12-17
DEC23100451774,2023-10-04,IMP-005,BROK-011,Air,CN,SUV,BKK,INV-39080,Standard Import,1,62044290,0,PROD-923,BrandX,M-48,2021,Women Dresses,24.0,84.57,97.46,USD,1376.05,33025.2,35.07,48258.07,1158193.76,0,,347458.13,105395.63,0.0,44200.0,0,False,REF-22231,0.0,OFFICER-41,2024-12-21
DEC23030971895,2023-03-09,IMP-006,BROK-026,Sea,CN,SUV,BKK,INV-92194,Standard Import,1,64039990,0,PROD-728,BrandX,M-67,2024,Footwear,77.0,357.41,409.72,USD,805.73,62041.21,35.07,28256.95,2175785.23,0,,652735.57,197996.46,0.0,28050.0,0,False,REF-39664,0.0,OFFICER-38,2024-12-19
DEC24082382645,2024-08-23,IMP-006,BROK-012,Sea,CN,SUV,BKK,INV-17513,Standard Import,1,64039990,0,PROD-922,BrandX,M-58,2021,Footwear,47.0,195.45,220.05,USD,822.08,38637.76,31.98,26290.12,1235635.56,0,,370690.67,112442.84,0.0,28050.0,1,False,REF-82702,0.0,OFFICER-41,2024-12-04
DEC24121284818,2024-12-12,IMP-006,BROK-018,Air,DE,LCP,BKK,INV-42244,Standard Import,1,64039990,0,PROD-677,BrandX,M-42,2021,Footwear,17.0,125.59,135.34,USD,827.03,14059.51,31.98,26448.42,449623.13,999,,134886.94,40915.7,0.0,28050.0,0,True,REF-69242,171670.02,OFFICER-23,2024-12-05
DEC23071049880,2023-07-10,IMP-005,BROK-008,Sea,CN,LCP,LCP,INV-95233,Standard Import,1,62044290,0,PROD-379,BrandX,M-98,2024,Women Dresses,94.0,358.15,403.18,USD,1404.8,132051.2,35.07,49266.34,4631035.58,0,,1389310.67,421424.24,0.0,44200.0,1,False,REF-71539,0.0,OFFICER-25,2024-12-30
DEC24092815853,2024-09-28,IMP-001,BROK-006,Sea,JP,SUV,BKK,INV-90807,Standard Import,1,19059030,0,PROD-461,BrandX,M-60,2022,Cake,54.0,182.34,216.51,USD,145.57,7860.78,31.98,4655.33,251387.74,999,,75416.32,22876.28,0.0,5000.0,0,False,REF-80917,0.0,OFFICER-42,2024-12-28
DEC23012592575,2023-01-25,IMP-007,BROK-028,Sea,JP,LCP,LCP,INV-78972,Standard Import,1,87032324,0,PROD-841,BrandX,M-86,2021,Passenger Cars,51.0,202.17,238.01,USD,55819.71,2846805.21,35.07,1957597.23,99837458.71,0,,79869966.97,12579519.8,0.0,2500000.0,1,True,REF-10271,32051822.53,OFFICER-35,2024-12-20
DEC25031063806,2025-03-10,IMP-005,BROK-042,Sea,CN,SUV,SUV,INV-78924,Standard Import,1,62044290,0,PROD-430,BrandX,M-14,2024,Women Dresses,86.0,96.95,105.72,USD,1193.51,102641.86,32.88,39242.61,3374864.36,999,,1012459.31,307112.66,0.0,44200.0,0,True,REF-12561,1450199.91,OFFICER-13,2024-12-10
DEC23011895227,2023-01-18,IMP-008,BROK-021,Sea,CN,SUV,SUV,INV-15597,Standard Import,1,87089360,0,PROD-280,BrandX,M-98,2022,Clutches,84.0,608.29,717.3,USD,2976.15,249996.6,35.07,104373.58,8767380.76,0,,2630214.23,797831.65,0.0,100000.0,1,False,REF-70910,0.0,OFFICER-30,2024-12-13
DEC25121692180,2025-12-16,IMP-006,BROK-010,Air,CN,SUV,LCP,INV-68895,Standard Import,1,64039990,0,PROD-570,BrandX,M-60,2021,Footwear,49.0,469.39,529.65,USD,832.63,40798.87,32.88,27376.87,1341466.85,999,,402440.05,122073.48,0.0,28050.0,0,True,REF-73094,184580.27,OFFICER-18,2024-12-06
DEC24050480495,2024-05-04,IMP-006,BROK-042,Sea,CN,SUV,BKK,INV-83057,Standard Import,1,64039990,0,PROD-477,BrandX,M-80,2025,Footwear,20.0,92.39,107.73,USD,827.37,16547.4,31.98,26459.29,529185.85,999,,158755.75,48155.91,0.0,28050.0,0,False,REF-26012,0.0,OFFICER-28,2024-12-29
DEC24101437469,2024-10-14,IMP-003,BROK-030,Sea,US,SUV,BKK,INV-22768,Standard Import,1,33030000,0,PROD-556,BrandX,M-65,2021,Perfumes,6.0,59.0,65.37,USD,3023.94,18143.64,31.98,96705.6,580233.61,999,,174070.08,52801.26,0.0,105400.0,1,True,REF-13566,278352.68,OFFICER-29,2024-12-25
DEC24120438405,2024-12-04,IMP-003,BROK-043,Air,US,LCP,BKK,INV-96029,Standard Import,1,33030000,0,PROD-912,BrandX,M-94,2025,Perfumes,88.0,779.64,845.92,USD,3086.58,271619.04,31.98,98708.83,8686376.9,0,,2605913.07,790460.3,0.0,105400.0,1,False,REF-72187,0.0,OFFICER-36,2024-12-29
DEC24082582700,2024-08-25,IMP-006,BROK-014,Sea,CN,LCP,BKK,INV-77703,Standard Import,1,64039990,0,PROD-792,BrandX,M-12,2024,Footwear,57.0,312.82,358.1,USD,841.68,47975.76,31.98,26916.93,1534264.8,999,,460279.44,139618.1,0.0,28050.0,1,False,REF-76732,0.0,OFFICER-49,2024-12-30
DEC23113031610,2023-11-30,IMP-003,BROK-028,Air,JP,BKK,BKK,INV-90952,Standard Import,1,33030000,0,PROD-361,BrandX,M-71,2021,Perfumes,8.0,54.73,65.43,USD,3228.9,25831.2,35.07,113237.52,905900.18,999,,271770.05,82436.92,0.0,105400.0,1,False,REF-31801,0.0,OFFICER-42,2024-12-20
DEC24012732647,2024-01-27,IMP-003,BROK-038,Sea,JP,BKK,LCP,INV-33358,Standard Import,1,33030000,0,PROD-892,BrandX,M-61,2021,Perfumes,39.0,372.68,411.27,USD,3075.31,119937.09,31.98,98348.41,3835588.14,999,,1150676.44,349038.52,0.0,105400.0,1,False,REF-75598,0.0,OFFICER-37,2024-12-31
DEC23040310843,2023-04-03,IMP-001,BROK-020,Land,JP,BKK,SUV,INV-15390,Standard Import,1,19059030,0,PROD-694,BrandX,M-32,2023,Cake,31.0,39.42,47.06,USD,123.84,3839.04,35.07,4343.07,134635.13,0,,40390.54,12251.8,0.0,5000.0,0,False,REF-83319,0.0,OFFICER-38,2024-12-05
DEC24120461617,2024-12-04,IMP-005,BROK-026,Sea,CN,BKK,BKK,INV-53191,Standard Import,1,62044290,0,PROD-208,BrandX,M-59,2022,Women Dresses,93.0,440.36,511.26,USD,1328.98,123595.14,31.98,42500.78,3952572.58,999,,1185771.77,359684.1,0.0,44200.0,1,False,REF-45787,0.0,OFFICER-22,2024-12-03
DEC24063058004,2024-06-30,IMP-005,BROK-042,Sea,CN,LCP,LCP,INV-24237,Standard Import,1,62044290,0,PROD-247,BrandX,M-49,2024,Women Dresses,34.0,156.91,166.26,USD,1307.98,44471.32,31.98,41829.2,1422192.81,999,,426657.84,129419.55,0.0,44200.0,1,False,REF-39183,0.0,OFFICER-14,2024-12-17
DEC23121053372,2023-12-10,IMP-005,BROK-004,Sea,CN,BKK,LCP,INV-56753,Standard Import,1,62044290,0,PROD-666,BrandX,M-64,2022,Women Dresses,89.0,558.51,668.78,USD,1408.01,125312.89,35.07,49378.91,4394723.05,999,,1318416.91,399919.8,0.0,44200.0,1,False,REF-82110,0.0,OFFICER-44,2024-12-09
DEC23092751646,2023-09-27,IMP-005,BROK-016,Sea,CN,BKK,BKK,INV-91360,Standard Import,1,62044290,0,PROD-979,BrandX,M-94,2025,Women Dresses,44.0,370.6,430.23,USD,1387.99,61071.56,35.07,48676.81,2141779.61,999,,642533.88,194901.94,0.0,44200.0,1,True,REF-35411,304952.4,OFFICER-42,2024-12-24
DEC23120631729,2023-12-06,IMP-003,BROK-015,Air,US,BKK,SUV,INV-26212,Standard Import,1,33030000,0,PROD-880,BrandX,M-39,2022,Perfumes,93.0,859.98,966.09,USD,2965.62,275802.66,35.07,104004.29,9672399.29,999,,2901719.79,880188.34,0.0,105400.0,1,False,REF-52554,0.0,OFFICER-29,2024-12-31
DEC25070266340,2025-07-02,IMP-005,BROK-037,Air,CN,BKK,SUV,INV-26006,Standard Import,1,62044290,0,PROD-488,BrandX,M-11,2023,Women Dresses,83.0,684.56,753.09,USD,1208.46,100302.18,32.88,39734.16,3297935.68,999,,989380.7,300112.15,0.0,44200.0,0,True,REF-38572,1143834.41,OFFICER-46,2024-12-13
DEC23020246242,2023-02-02,IMP-005,BROK-001,Air,JP,LCP,LCP,INV-74918,Standard Import,1,62044290,0,PROD-976,BrandX,M-72,2023,Women Dresses,66.0,554.56,662.09,USD,1414.34,93346.44,35.07,49600.9,3273659.65,0,,982097.89,297903.03,0.0,44200.0,0,False,REF-16803,0.0,OFFICER-19,2024-12-29
DEC24121416581,2024-12-14,IMP-001,BROK-001,Sea,CN,BKK,LCP,INV-28434,Standard Import,1,19059030,0,PROD-727,BrandX,M-29,2022,Cake,89.0,681.81,774.74,USD,146.83,13067.87,31.98,4695.62,417910.48,0,,125373.14,38029.85,0.0,5000.0,0,True,REF-47778,165119.71,OFFICER-34,2024-12-24
DEC25050417805,2025-05-04,IMP-001,BROK-023,Air,JP,BKK,BKK,INV-51375,Standard Import,1,19059030,0,PROD-587,BrandX,M-95,2025,Cake,45.0,434.57,457.55,USD,178.99,8054.55,32.88,5885.19,264833.6,999,,79450.08,24099.86,0.0,5000.0,0,False,REF-91074,0.0,OFFICER-38,2024-12-31
DEC25092943767,2025-09-29,IMP-003,BROK-007,Sea,JP,LCP,BKK,INV-96767,Standard Import,1,33030000,0,PROD-689,BrandX,M-96,2024,Perfumes,1.0,2.58,2.83,USD,3127.83,3127.83,32.88,102843.05,102843.05,999,,30852.92,9358.72,0.0,105400.0,1,True,REF-55397,34380.63,OFFICER-18,2024-12-25
DEC25091743553,2025-09-17,IMP-003,BROK-019,Sea,US,LCP,BKK,INV-61756,Standard Import,1,33030000,0,PROD-993,BrandX,M-69,2022,Perfumes,84.0,606.37,657.69,USD,3127.69,262725.96,32.88,102838.45,8638429.56,999,,2591528.87,786097.09,0.0,105400.0,1,False,REF-97569,0.0,OFFICER-45,2024-12-27
DEC24040593562,2024-04-05,IMP-007,BROK-012,Sea,JP,LCP,SUV,INV-31211,Standard Import,1,87032324,0,PROD-372,BrandX,M-73,2022,Passenger Cars,37.0,110.58,126.3,USD,42904.28,1587458.36,31.98,1372078.87,50766918.35,999,,40613534.68,6396631.71,0.0,2500000.0,1,True,REF-10008,14930362.53,OFFICER-49,2024-12-06
DEC23010545611,2023-01-05,IMP-005,BROK-001,Air,CN,BKK,LCP,INV-77251,Standard Import,1,62044290,0,PROD-201,BrandX,M-21,2025,Women Dresses,68.0,527.24,594.69,USD,1388.34,94407.12,35.07,48689.08,3310857.7,0,,993257.31,301288.05,0.0,44200.0,0,False,REF-94595,0.0,OFFICER-12,2024-12-15
DEC23010270554,2023-01-02,IMP-006,BROK-027,Sea,CN,LCP,BKK,INV-25768,Standard Import,1,64039990,0,PROD-278,BrandX,M-50,2023,Footwear,15.0,59.54,66.48,USD,830.02,12450.3,35.07,29108.8,436632.02,0,,130989.61,39733.51,0.0,28050.0,1,False,REF-69856,0.0,OFFICER-40,2024-12-15
DEC23030495838,2023-03-04,IMP-008,BROK-049,Sea,DE,SUV,BKK,INV-94737,Standard Import,1,87089360,0,PROD-848,BrandX,M-93,2023,Clutches,66.0,262.47,281.06,USD,3676.34,242638.44,35.07,128929.24,8509330.09,999,,2552799.03,774349.04,0.0,100000.0,1,False,REF-18879,0.0,OFFICER-21,2024-12-12
DEC241119104398,2024-11-19,IMP-008,BROK-012,Sea,CN,BKK,LCP,INV-16058,Standard Import,1,87089360,0,PROD-934,BrandX,M-28,2024,Clutches,71.0,445.15,486.01,USD,3115.63,221209.73,31.98,99637.85,7074287.17,0,,2122286.15,643760.13,0.0,100000.0,1,False,REF-13031,0.0,OFFICER-35,2024-12-06
DEC25121070017,2025-12-10,IMP-005,BROK-021,Sea,CN,SUV,LCP,INV-12626,Standard Import,1,62044290,0,PROD-780,BrandX,M-71,2024,Women Dresses,6.0,36.99,43.82,USD,1189.59,7137.54,32.88,39113.72,234682.32,0,,70404.7,21356.09,0.0,44200.0,0,False,REF-43995,0.0,OFFICER-32,2024-12-24
DEC25091368020,2025-09-13,IMP-005,BROK-016,Sea,CN,LCP,SUV,INV-67281,Standard Import,1,62044290,0,PROD-691,BrandX,M-31,2023,Women Dresses,87.0,455.52,532.38,USD,1187.36,103300.32,32.88,39040.4,3396514.52,0,,1018954.36,309082.82,0.0,44200.0,1,True,REF-79635,1115450.88,OFFICER-29,2024-12-09
DEC25020485895,2025-02-04,IMP-006,BROK-002,Sea,DE,BKK,BKK,INV-24436,Standard Import,1,64039990,0,PROD-821,BrandX,M-25,2023,Footwear,84.0,382.89,447.48,USD,826.23,69403.32,32.88,27166.44,2281981.16,999,,684594.35,207660.29,0.0,28050.0,0,False,REF-49381,0.0,OFFICER-38,2024-12-10
DEC23011820079,2023-01-18,IMP-002,BROK-047,Air,CN,BKK,LCP,INV-84447,Standard Import,1,22083090,0,PROD-526,BrandX,M-93,2022,Whisky,72.0,659.19,713.94,USD,412.09,29670.48,35.07,14452.0,1040543.73,999,,624326.24,116540.9,0.0,80000.0,1,False,REF-18882,0.0,OFFICER-25,2024-12-25
DEC24031555596,2024-03-15,IMP-005,BROK-017,Sea,CN,SUV,BKK,INV-99540,Standard Import,1,62044290,0,PROD-801,BrandX,M-90,2021,Women Dresses,48.0,353.86,419.51,USD,1343.57,64491.36,31.98,42967.37,2062433.69,0,,618730.11,187681.47,0.0,44200.0,1,False,REF-18800,0.0,OFFICER-24,2024-12-20
DEC25071324638,2025-07-13,IMP-002,BROK-046,Land,JP,LCP,BKK,INV-65124,Standard Import,1,22083090,0,PROD-612,BrandX,M-69,2024,Whisky,51.0,105.16,115.87,USD,746.2,38056.2,32.88,24535.06,1251287.86,0,,750772.72,140144.24,0.0,80000.0,1,True,REF-89989,527684.65,OFFICER-44,2024-12-22
DEC24112884534,2024-11-28,IMP-006,BROK-045,Sea,CN,BKK,LCP,INV-78608,Standard Import,1,64039990,0,PROD-238,BrandX,M-18,2022,Footwear,92.0,603.27,667.25,USD,810.1,74529.2,31.98,25907.0,2383443.82,0,,715033.15,216893.39,0.0,28050.0,1,True,REF-81350,278506.64,OFFICER-35,2024-12-27
DEC23120753295,2023-12-07,IMP-005,BROK-013,Sea,CN,BKK,LCP,INV-87239,Standard Import,1,62044290,0,PROD-948,BrandX,M-10,2022,Women Dresses,40.0,215.93,253.16,USD,1424.28,56971.2,35.07,49949.5,1997979.98,0,,599393.99,181816.18,0.0,44200.0,1,False,REF-63901,0.0,OFFICER-30,2024-12-18
DEC24031655621,2024-03-16,IMP-005,BROK-024,Land,CN,LCP,BKK,INV-93753,Standard Import,1,62044290,0,PROD-181,BrandX,M-20,2024,Women Dresses,20.0,142.87,151.17,USD,1338.85,26777.0,31.98,42816.42,856328.46,0,,256898.54,77925.89,0.0,44200.0,0,False,REF-14068,0.0,OFFICER-40,2024-12-20
DEC25010185230,2025-01-01,IMP-006,BROK-026,Sea,CN,BKK,SUV,INV-57550,Standard Import,1,64039990,0,PROD-409,BrandX,M-88,2022,Footwear,31.0,41.04,45.04,USD,833.46,25837.26,32.88,27404.16,849529.11,0,,254858.73,77307.15,0.0,28050.0,1,False,REF-81116,0.0,OFFICER-13,2024-12-14
DEC25062018239,2025-06-20,IMP-001,BROK-039,Air,JP,BKK,LCP,INV-27476,Standard Import,1,19059030,0,PROD-448,BrandX,M-14,2024,Cake,29.0,278.53,292.92,USD,172.69,5008.01,32.88,5678.05,164663.37,0,,49399.01,14984.37,0.0,5000.0,1,False,REF-42039,0.0,OFFICER-42,2024-12-20
DEC25082167470,2025-08-21,IMP-005,BROK-028,Sea,CN,LCP,BKK,INV-67367,Standard Import,1,62044290,0,PROD-989,BrandX,M-43,2025,Women Dresses,24.0,232.53,256.04,USD,1182.67,28384.08,32.88,38886.19,933268.55,0,,279980.57,84927.44,0.0,44200.0,1,True,REF-54177,250338.38,OFFICER-19,2024-12-19
DEC23091275696,2023-09-12,IMP-006,BROK-049,Sea,US,SUV,LCP,INV-89374,Standard Import,1,64039990,0,PROD-509,BrandX,M-87,2021,Footwear,49.0,449.87,497.28,USD,803.41,39367.09,35.07,28175.59,1380603.85,0,,414181.16,125634.95,0.0,28050.0,0,False,REF-24596,0.0,OFFICER-20,2024-12-26
DEC23052548820,2023-05-25,IMP-005,BROK-027,Air,CN,LCP,BKK,INV-56205,Standard Import,1,62044290,0,PROD-158,BrandX,M-34,2022,Women Dresses,40.0,114.18,126.63,USD,1423.18,56927.2,35.07,49910.92,1996436.9,999,,598931.07,181675.76,0.0,44200.0,0,False,REF-21951,0.0,OFFICER-24,2024-12-24
DEC24032579668,2024-03-25,IMP-006,BROK-004,Land,CN,SUV,BKK,INV-43415,Standard Import,1,64039990,0,PROD-201,BrandX,M-35,2022,Footwear,97.0,257.0,298.89,USD,818.2,79365.4,31.98,26166.04,2538105.49,0,,761431.65,230967.6,0.0,28050.0,0,False,REF-24973,0.0,OFFICER-18,2024-12-30
